model_type,sequence_window,hidden_dim,learning_rate,dropout,num_layers,batch_size,weight_decay,random_seed,epochs_ran,best_epoch,final_train_loss,best_val_loss,is_default_config,validation_delta_n,validation_delta_MAE,validation_delta_RMSE,validation_delta_R2,validation_reconstructed_level_n,validation_reconstructed_level_MAE,validation_reconstructed_level_RMSE,validation_reconstructed_level_R2,asean_validation_delta_n,asean_validation_delta_MAE,asean_validation_delta_RMSE,asean_validation_delta_R2,asean_validation_reconstructed_level_n,asean_validation_reconstructed_level_MAE,asean_validation_reconstructed_level_RMSE,asean_validation_reconstructed_level_R2,test_delta_n,test_delta_MAE,test_delta_RMSE,test_delta_R2,test_reconstructed_level_n,test_reconstructed_level_MAE,test_reconstructed_level_RMSE,test_reconstructed_level_R2,asean_test_delta_n,asean_test_delta_MAE,asean_test_delta_RMSE,asean_test_delta_R2,asean_test_reconstructed_level_n,asean_test_reconstructed_level_MAE,asean_test_reconstructed_level_RMSE,asean_test_reconstructed_level_R2
GRU,7,16,0.001,0.05,1,256,0.001,140,20,14,0.11200127303600312,0.1887267678976059,False,787,0.31893520596165215,0.43442693227246415,0.13135487937854318,787,0.3189352059616522,0.43442693227246415,0.4790498898819058,30,0.22966792157292368,0.3512053678818317,0.27384802512542517,30,0.22966792157292368,0.3512053678818317,-0.03240073358969631,526,0.346246638767393,0.4439097225417691,0.3803517356385877,526,0.346246638767393,0.4439097225417691,0.4234490424188758,20,0.1469890185177326,0.16947867773824182,0.07275059888689095,20,0.1469890185177326,0.16947867773824182,0.0784735131392631
GRU,3,48,0.001,0.15,1,256,0.0001,79,20,14,0.10999627131968737,0.17103701829910278,False,789,0.3062275546479059,0.41356621285639217,0.21101843811602272,789,0.3062275546479059,0.41356621285639217,0.5266990168466422,30,0.22981762132048605,0.341744880480018,0.31244211457444204,30,0.22981762132048605,0.341744880480018,0.022470102871601783,526,0.35572751414288584,0.4479203434601694,0.36910440020218926,526,0.35572751414288584,0.4479203434601694,0.4129839731383631,20,0.17212684997022148,0.20339462132036637,-0.3355044993918461,20,0.17212684997022148,0.20339462132036637,-0.32726186507523014
GRU,7,48,0.001,0.05,1,256,0.0001,171,13,7,0.10085283033549786,0.16446948051452637,False,787,0.3002703679455101,0.4055483866279528,0.24300282718163124,787,0.3002703679455101,0.4055483866279528,0.5460082015349619,30,0.23001547893931465,0.32412077046979465,0.3815295449267,30,0.23001547893931465,0.32412077046979465,0.1206946016617042,526,0.35074449274118125,0.4372057189843531,0.3989264854058069,526,0.3507444927411813,0.4372057189843531,0.44073189525823064,20,0.23300223580822355,0.25644394549527516,-1.123006518428915,20,0.23300223580822355,0.25644394549527516,-1.1099034802952579
GRU,7,16,0.003,0.05,2,256,0.001,150,12,6,0.10874579511582852,0.16663245856761932,False,787,0.3043769978586267,0.4082063778490026,0.23304748967594247,787,0.3043769978586267,0.4082063778490026,0.5400377148002399,30,0.23015038592418036,0.30626103261779136,0.44780977093652174,30,0.23015038592418036,0.30626103261779136,0.21492798024178728,526,0.35526347352536003,0.44637894004402434,0.37343906105272284,526,0.35526347352536003,0.44637894004402434,0.41701715294035935,20,0.25549404659271246,0.2785671565148526,-1.5051068226534112,20,0.25549404659271246,0.2785671565148526,-1.4896454898966924
GRU,5,48,0.001,0.15,2,256,0.001,130,10,4,0.128529314967719,0.16076336801052094,False,789,0.29324396901480443,0.40095307343356285,0.25841003258285966,789,0.29324396901480443,0.4009530734335628,0.5551286904131554,30,0.23026984543005619,0.3499068103918995,0.27920789103639876,30,0.23026984543005619,0.3499068103918995,-0.024780387312476115,526,0.37109471705731556,0.46986127620626866,0.30578302102166144,526,0.37109471705731556,0.46986127620626866,0.35406667456493024,20,0.21085483415424822,0.24520065627839163,-0.9409291562330404,20,0.21085483415424822,0.24520065627839163,-0.9289498860197447
LSTM,5,48,0.001,0.05,2,256,0.001,270,11,5,0.11576879159970717,0.15933820605278015,False,789,0.2907134867613458,0.3991719053435524,0.26498418073474117,789,0.2907134867613458,0.3991719053435524,0.5590724464323091,30,0.23039433207511897,0.33887977984657386,0.32392240285240514,30,0.23039433207511897,0.33887977984657386,0.03879211045415698,526,0.3550035299024201,0.45896119694665394,0.33761900621762553,526,0.3550035299024201,0.45896119694665394,0.38368842743014264,20,0.18596850873231888,0.2139006838899349,-0.4770349564354641,20,0.18596850873231888,0.2139006838899349,-0.4679188066776008
GRU,3,16,0.001,0.05,2,256,0.0001,45,12,6,0.1488228039816022,0.18217116594314575,False,789,0.3131950304116511,0.4268151407198606,0.15965738791448447,789,0.3131950304116511,0.4268151407198606,0.4958881123457436,30,0.23047317840854326,0.3669148202396981,0.20743344764365568,30,0.23047317840854326,0.3669148202396981,-0.12682512529512646,526,0.3659214563900074,0.47221523028292717,0.2988096931899694,526,0.3659214563900074,0.47221523028292717,0.3475783503492036,20,0.16117147538363932,0.1884474593231654,-0.1464285704600634,20,0.16117147538363932,0.1884474593231654,-0.13935289869652667
LSTM,3,24,0.001,0.05,2,256,0.0001,205,19,13,0.11889508583893378,0.16845577955245972,False,789,0.3071128035055518,0.41043363429243757,0.22292553411480331,789,0.3071128035055518,0.41043363429243757,0.5338419470683158,30,0.2305693149169286,0.32779025533099887,0.3674464320801176,30,0.2305693149169286,0.32779025533099887,0.10067204916978345,526,0.36523868117427644,0.4520313160461988,0.35747065129152955,526,0.36523868117427644,0.4520313160461988,0.4021593659208932,20,0.19650216501951218,0.22413629901527643,-0.6217758181486388,20,0.19650216501951218,0.22413629901527643,-0.6117663385709831
LSTM,3,48,0.003,0.05,1,256,0.001,228,13,7,0.08446717479576667,0.16873638331890106,False,789,0.3007597865603194,0.4107753448242863,0.22163107360517775,789,0.3007597865603194,0.4107753448242863,0.5330654150662294,30,0.23057474422554175,0.3545847127227287,0.2598065319244538,30,0.23057474422554175,0.3545847127227287,-0.05236411368500127,526,0.41030319775312346,0.5037194583982876,0.20212771636137117,526,0.41030319775312346,0.5037194583982876,0.2576207251490261,20,0.2329397259369493,0.2492825419762607,-1.0060888157595205,20,0.2329397259369493,0.2492825419762607,-0.9937073849799993
LSTM,3,48,0.003,0.15,2,256,0.0001,233,16,10,0.09546297726531823,0.1579592525959015,False,789,0.2867278388595853,0.39744088143778483,0.2713452055665976,789,0.2867278388595853,0.39744088143778483,0.56288835221798,30,0.2306743400553862,0.36162547283428426,0.2301196029676209,30,0.2306743400553862,0.36162547283428426,-0.09457126631080448,526,0.3527577266970741,0.468519677116322,0.30974176907274276,526,0.3527577266970741,0.468519677116322,0.3577500867697969,20,0.14193130036890508,0.1836298596488478,-0.0885616549807342,20,0.14193130036890508,0.1836298596488478,-0.08184313351024697
LSTM,5,24,0.001,0.05,2,256,0.0001,253,12,6,0.12424981357021765,0.1668720841407776,False,789,0.3015061719008876,0.40849980569035427,0.23023092295361602,789,0.3015061719008876,0.40849980569035427,0.5382243659824806,30,0.23072201773722964,0.34495603065504293,0.2994603576549715,30,0.23072201773722964,0.34495603065504293,0.004013394316537244,526,0.35812328492314643,0.4543890396663797,0.35075050901608296,526,0.35812328492314643,0.4543890396663797,0.39590661789135895,20,0.21314021061658864,0.2376751063517489,-0.8236177945461272,20,0.21314021061658864,0.2376751063517489,-0.8123625613211081
GRU,5,16,0.003,0.15,2,256,0.0001,105,12,6,0.12076914513652975,0.18131721019744873,False,789,0.30918180002912365,0.4258135993538799,0.16359656596317318,789,0.30918180002912365,0.4258135993538799,0.4982511800438132,30,0.23123959428668023,0.37260344736020656,0.18266712043367817,30,0.23123959428668023,0.37260344736020656,-0.1620364519383124,526,0.3568928491355348,0.4669324031372314,0.31441082810898646,526,0.3568928491355348,0.4669324031372314,0.36209440694815387,20,0.14656196002811195,0.17897637982359194,-0.03408887550181694,20,0.14656196002811195,0.17897637982359194,-0.027706555969742253
GRU,3,16,0.001,0.05,2,256,0.001,46,30,25,0.11130176981290181,0.16652174293994904,False,789,0.30209944343997497,0.4080707521874028,0.23184707390144998,789,0.302099443439975,0.4080707521874028,0.5391938763861299,30,0.23128113037745157,0.33959684193702083,0.3210582454372536,30,0.23128113037745157,0.33959684193702083,0.03472001767078403,526,0.3482126288108046,0.4482390682288582,0.3682062333803464,526,0.3482126288108046,0.4482390682288582,0.412148274935069,20,0.17779244269728658,0.22156253285597782,-0.5847438316294926,20,0.17779244269728658,0.22156253285597782,-0.5749629107148995
GRU,3,24,0.003,0.15,2,256,0.0001,73,11,5,0.12565570107350746,0.17651386559009552,False,789,0.30872947459521555,0.4201355431346433,0.1857540627461166,789,0.30872947459521555,0.4201355431346433,0.5115432080432287,30,0.23147941334247588,0.34259051607000046,0.3090352294554145,30,0.23147941334247588,0.34259051607000046,0.01762639133759758,526,0.3458036363532788,0.45297611261700105,0.3547819263503239,526,0.34580363635327876,0.45297611261700105,0.39965764514044055,20,0.16771878094673157,0.19569089110792148,-0.23625382759196367,20,0.16771878094673157,0.19569089110792148,-0.2286237610306021
GRU,5,24,0.003,0.15,2,256,0.0001,121,12,6,0.10629014027389613,0.1646873503923416,False,789,0.29375101605303233,0.4058168945895283,0.2403089698776314,789,0.29375101605303233,0.4058168945895283,0.5442700706577739,30,0.23159087493419644,0.3370010289410059,0.3313979769511528,30,0.23159087493419644,0.3370010289410059,0.04942044784163613,526,0.36680455786261723,0.4641552129105398,0.32254198052772765,526,0.3668045578626172,0.4641552129105398,0.369660027612152,20,0.24078985394239433,0.26045499490107493,-1.1899379448726863,20,0.24078985394239433,0.26045499490107493,-1.1764218109593325
LSTM,5,24,0.003,0.15,2,256,0.0001,265,9,3,0.1213710064237768,0.1756094992160797,False,789,0.30806741916418495,0.41905786800338507,0.18992589347403976,789,0.30806741916418495,0.41905786800338507,0.5140458414132159,30,0.23164103733946878,0.34076588034339683,0.3163757806292007,30,0.23164103733946878,0.34076588034339683,0.02806276096680438,526,0.35257405834707356,0.45716972369657727,0.34277988659241365,526,0.35257405834707356,0.45716972369657727,0.3884903621617959,20,0.18872413316071032,0.20677346526419196,-0.38024454557371734,20,0.18872413316071032,0.20677346526419196,-0.3717257790238113
GRU,7,24,0.001,0.05,2,256,0.0001,157,13,7,0.12645408920943738,0.17015178501605988,False,787,0.3026990860358278,0.41249457742723966,0.21684921234659216,787,0.3026990860358278,0.41249457742723966,0.5303231672155929,30,0.231699119023482,0.34366749106572136,0.30468413733990574,30,0.231699119023482,0.34366749106572136,0.01144026109572438,526,0.35732213204997126,0.4545203844490201,0.35037511326216064,526,0.35732213204997126,0.4545203844490201,0.39555733137860016,20,0.19048583049178125,0.22485860138057215,-0.6322453406085173,20,0.19048583049178125,0.22485860138057215,-0.6221712439178935
LSTM,3,24,0.003,0.15,1,256,0.001,216,15,9,0.09567963425070047,0.1781637817621231,False,789,0.3068040704942097,0.42209453785698214,0.17814307948629793,789,0.3068040704942097,0.42209453785698214,0.5069774665434728,30,0.23232055718898773,0.33387732571702927,0.34373523868541267,30,0.23232055718898773,0.33387732571702927,0.06696085054747192,526,0.3499687850647553,0.45107411391253066,0.36018895535874396,526,0.3499687850647553,0.4510741139125307,0.40468860856238464,20,0.19947780081927774,0.23250273072149255,-0.745108940516797,20,0.19947780081927774,0.23250273072149255,-0.7343382580923741
GRU,5,16,0.003,0.15,2,256,0.001,106,11,5,0.1279871937903491,0.17202423512935638,False,789,0.30876801496434425,0.41475806998475895,0.20646435089979298,789,0.30876801496434425,0.41475806998475895,0.5239670721968068,30,0.23246326855719088,0.33872387468056925,0.3245443328121229,30,0.23246326855719088,0.33872387468056925,0.03967633437541662,526,0.3573171706596255,0.46098714220041104,0.3317583389095816,526,0.3573171706596255,0.46098714220041104,0.37823537681601826,20,0.2080839516341686,0.22627734503410046,-0.652907599188624,20,0.2080839516341686,0.22627734503410046,-0.6427059765767407
LSTM,7,16,0.003,0.05,2,256,0.001,294,11,5,0.1045630756765604,0.1685420572757721,False,787,0.30512625038669255,0.41053872587219553,0.22425825679291966,787,0.30512625038669255,0.41053872587219553,0.5347665727313262,30,0.2324718504230181,0.33195717604795466,0.351261973408602,30,0.2324718504230181,0.33195717604795466,0.07766192514153036,526,0.39796567279757655,0.49596574705395335,0.226501829202559,526,0.39796567279757655,0.49596574705395335,0.28029958815408873,20,0.25588769801855094,0.279851587957233,-1.528261425897378,20,0.25588769801855094,0.279851587957233,-1.5126571846537367
LSTM,7,24,0.003,0.05,1,256,0.0001,307,14,8,0.0780190197750926,0.1704176813364029,False,787,0.3025201713573069,0.41281675596581163,0.21562537608291854,787,0.3025201713573069,0.41281675596581163,0.5295891993140969,30,0.23251982164780297,0.33641425131897007,0.33372425563930364,30,0.23251982164780297,0.33641425131897007,0.05272781586827524,526,0.3863240711343379,0.4847159329515198,0.2611938287296316,526,0.3863240711343379,0.4847159329515198,0.3125787160047099,20,0.20688000944256785,0.23774621121315967,-0.8247090950935869,20,0.20688000944256785,0.23774621121315967,-0.8134471264428569
GRU,7,48,0.001,0.15,2,256,0.0001,177,13,7,0.11866357028484345,0.156922847032547,False,787,0.2939480030045879,0.3961349017888541,0.2777374157930119,787,0.2939480030045879,0.3961349017888541,0.5668394792713287,30,0.23252646073698993,0.3222846070940321,0.38851703998941234,30,0.23252646073698993,0.3222846070940321,0.1306290166027978,526,0.38571941987790537,0.4772967205966752,0.28363753155469773,526,0.38571941987790537,0.4772967205966752,0.3334614314090587,20,0.2566226849079133,0.27319524390324884,-1.4094210277796284,20,0.2566226849079133,0.27319524390324884,-1.394550260623249
GRU,5,48,0.003,0.05,1,256,0.0001,131,11,5,0.08659354631196368,0.1693679541349411,False,789,0.3025659825430926,0.411543384547307,0.21871767024699196,789,0.3025659825430926,0.411543384547307,0.531317697831293,30,0.23253396382530533,0.35589211354946293,0.2543380862139005,30,0.23253396382530528,0.35589211354946293,-0.060138832419527555,526,0.3905864325012771,0.47866135458684117,0.27953538705983083,526,0.3905864325012771,0.47866135458684117,0.3296445961612604,20,0.22111715962886808,0.257246025148451,-1.1363075404828722,20,0.22111715962886808,0.257246025148451,-1.1231224094316117
LSTM,7,24,0.001,0.15,1,256,0.001,304,21,15,0.09800856113433838,0.17751193046569824,False,787,0.31289748099188797,0.42132163553792823,0.1829729706630897,787,0.31289748099188797,0.42132163553792823,0.5100066634829963,30,0.2326778191546599,0.3374806996907831,0.3294933117023515,30,0.2326778191546599,0.3374806996907831,0.04671250533353388,526,0.38289031258061135,0.4722278720510235,0.2987721492763664,526,0.38289031258061135,0.4722278720510235,0.3475434176614449,20,0.24076769519448282,0.28200833290652433,-1.5673809236965504,20,0.24076769519448282,0.28200833290652433,-1.5515352398256814
GRU,3,48,0.001,0.05,2,256,0.0001,77,19,13,0.10676100539664428,0.16566890478134155,False,789,0.29808589348446285,0.4070244581075481,0.23578111471603436,789,0.29808589348446285,0.4070244581075481,0.5415538623164248,30,0.2326812942246596,0.33984549804409614,0.32006362593736337,30,0.2326812942246596,0.33984549804409614,0.033305925391400426,526,0.3744138021287809,0.47715904266116305,0.2840507465498152,526,0.3744138021287809,0.4771590426611631,0.333845906787792,20,0.16968604179918764,0.20092079494084825,-0.3032153990384634,20,0.16968604179918764,0.20092079494084825,-0.2951720506446929
LSTM,5,48,0.001,0.05,2,256,0.0001,269,12,6,0.1102563047950918,0.16550616919994354,False,789,0.305841617161748,0.406824500038337,0.23653180275927077,789,0.305841617161748,0.406824500038337,0.5420041914572691,30,0.2329011311486363,0.33638819246656737,0.33382747188988415,30,0.2329011311486363,0.33638819246656737,0.05287456274290303,526,0.3687047477556364,0.46074014611364456,0.3324742324459812,526,0.3687047477556364,0.46074014611364456,0.37890147906736993,20,0.22703580239228902,0.25932819909033133,-1.1710304546436725,20,0.22703580239228902,0.25932819909033133,-1.1576310163519907
GRU,5,16,0.003,0.05,2,256,0.0001,101,12,6,0.10837268389084122,0.15969260036945343,False,789,0.29555538491132294,0.3996155766057599,0.2633493631456908,789,0.29555538491132294,0.3996155766057599,0.5580917381248472,30,0.2333056348542372,0.34993609146661836,0.27908725062554807,30,0.2333056348542372,0.34993609146661836,-0.024951906846915728,526,0.34982388093761624,0.45548885089439006,0.3476037956518824,526,0.34982388093761624,0.45548885089439006,0.39297876235184104,20,0.21075302939116955,0.2422769750054514,-0.8949192714591983,20,0.21075302939116955,0.2422769750054514,-0.8832239708284184
GRU,7,48,0.003,0.15,1,256,0.0001,183,11,5,0.09286076612770558,0.17488540709018707,False,787,0.3089905437045888,0.4181930148306049,0.19506196283486243,787,0.3089905437045888,0.4181930148306049,0.5172567609665303,30,0.23331931220293045,0.30705130900580113,0.44495634934710315,30,0.23331931220293045,0.30705130900580113,0.21087115103235732,526,0.3586328049507205,0.45024580093165145,0.36253658377596965,526,0.3586328049507205,0.45024580093165145,0.40687295650595734,20,0.20194337666928766,0.22623201062809623,-0.6522453492603417,20,0.20194337666928766,0.22623201062809623,-0.6420478140056989
LSTM,3,48,0.001,0.05,1,256,0.0001,219,14,8,0.10678613868852456,0.17097964882850647,False,789,0.3024230890833078,0.41349685935983793,0.21128303440207563,789,0.3024230890833078,0.41349685935983793,0.5268577451216458,30,0.23341676884641252,0.3546714208809915,0.25944448213900095,30,0.23341676884641252,0.3546714208809915,-0.05287885505737333,526,0.3529980544732324,0.44778240727248936,0.36949290648817723,526,0.3529980544732324,0.44778240727248936,0.41334545832939074,20,0.16132115472555156,0.18838937033380052,-0.14572190544764907,20,0.16132115472555156,0.18838937033380052,-0.1386505951679442
GRU,3,16,0.001,0.15,2,256,0.001,50,23,17,0.13547636972119412,0.17835180461406708,False,789,0.3065603445501873,0.42231719068998214,0.17727579967997953,789,0.3065603445501873,0.42231719068998214,0.5064571953421797,30,0.23351712645540632,0.35827380691176247,0.24432448709536203,30,0.23351712645540632,0.35827380691176247,-0.07437558647867348,526,0.3537738173995521,0.4630814918492652,0.3256726557084825,526,0.3537738173995521,0.4630814918492652,0.3725729604438123,20,0.14546246531754733,0.1824386843360962,-0.07448483608098355,20,0.14546246531754733,0.1824386843360962,-0.06785319568845938
LSTM,3,24,0.001,0.05,1,256,0.0001,203,25,19,0.10110373298327129,0.15817664563655853,False,789,0.2966853179587158,0.3977142864425711,0.2703423575999606,789,0.2966853179587158,0.3977142864425711,0.5622867552333441,30,0.23377532346049945,0.3149400192330546,0.41606980665975324,30,0.23377532346049945,0.3149400192330546,0.16980194115182068,526,0.3926700404757783,0.49302810180739715,0.23563767714633443,526,0.3926700404757783,0.49302810180739715,0.28880002652088943,20,0.2288388108670712,0.2662143816160994,-1.2878600484718397,20,0.2288388108670712,0.2662143816160994,-1.2737395466272288
GRU,7,16,0.003,0.15,1,256,0.0001,151,14,8,0.09928211458027363,0.17849642038345337,False,787,0.3114410394611171,0.4224883692761946,0.17844164445076116,787,0.3114410394611171,0.4224883692761946,0.507289103879824,30,0.23382743414392074,0.3246517029051275,0.3795016898920085,30,0.23382743414392074,0.3246517029051275,0.11781151506569132,526,0.3558933557897466,0.4586465315462937,0.3385269563117628,526,0.3558933557897466,0.4586465315462937,0.384533228466986,20,0.1808733153142035,0.21348766843418793,-0.47133652386550784,20,0.1808733153142035,0.21348766843418793,-0.4622555444091099
LSTM,3,48,0.003,0.15,1,256,0.0001,231,17,11,0.07863195426762104,0.16801095008850098,False,789,0.30437415765839687,0.40989137146584415,0.22497751133856603,789,0.30437415765839687,0.40989137146584415,0.5350729046525413,30,0.23402981127301853,0.3223466898513822,0.38828143330004294,30,0.23402981127301853,0.3223466898513822,0.13029404468595396,526,0.39499760306357434,0.5086394767165903,0.1864653577516412,526,0.39499760306357434,0.5086394767165903,0.2430477030431304,20,0.18082687043845652,0.22158558108727383,-0.5850735574338131,20,0.18082687043845652,0.22158558108727383,-0.5752906014761101
LSTM,7,16,0.001,0.15,2,256,0.001,290,20,14,0.11944386474788189,0.16705068945884705,False,787,0.30306387871094853,0.40871832937122027,0.23112253826653706,787,0.30306387871094853,0.40871832937122027,0.5388832690721796,30,0.23415925840437407,0.354556303779418,0.25992513417178253,30,0.23415925840437407,0.354556303779418,-0.05219549189316686,526,0.38150491697717986,0.48393159115887807,0.26358288870561297,526,0.3815049169771798,0.48393159115887807,0.31480161389064254,20,0.21800598071217542,0.24800449343308523,-0.9855714824301158,20,0.21800598071217542,0.24800449343308523,-0.9733166831039994
LSTM,5,48,0.001,0.15,2,256,0.0001,273,11,5,0.12280748242681677,0.16778995096683502,False,789,0.2970220457539434,0.4096217177162469,0.22599689838419224,789,0.2970220457539434,0.4096217177162469,0.5356844232408294,30,0.23448418476829927,0.3624870726960537,0.22644663682470267,30,0.23448418476829927,0.3624870726960537,-0.09979327640181035,526,0.33661380915255945,0.4405779367588215,0.38961842856622153,526,0.33661380915255945,0.4405779367588215,0.43207122533831566,20,0.16283550105467437,0.1908938865572249,-0.17638768069344746,20,0.16283550105467437,0.1908938865572249,-0.16912710353257387
GRU,7,24,0.003,0.05,2,256,0.001,166,11,5,0.09513795338571071,0.17623478174209595,False,787,0.30192251807521303,0.4198032618830897,0.18885122062349557,787,0.30192251807521303,0.4198032618830897,0.5135320099006268,30,0.23483859505703053,0.347954647812853,0.287228187644054,30,0.23483859505703053,0.347954647812853,-0.013377595076346172,526,0.3578168271518961,0.4594794445630055,0.33612227323199606,526,0.3578168271518961,0.4594794445630055,0.3822957940835501,20,0.19435768106281756,0.21406007611736239,-0.47923705887134815,20,0.19435768106281756,0.21406007611736239,-0.4701073179012387
LSTM,7,48,0.001,0.15,1,256,0.0001,319,14,8,0.10212469585239888,0.17305907607078552,False,787,0.30120326707702433,0.41600368933944804,0.2034679303030963,787,0.3012032670770243,0.41600368933944804,0.5222980483395516,30,0.23484158934752145,0.3755882422391208,0.16951994059781927,30,0.23484158934752145,0.3755882422391208,-0.18072834919511016,526,0.35374677776542457,0.45566536188792556,0.3470980646579013,526,0.35374677776542457,0.45566536188792556,0.39250820557692834,20,0.12119903877377507,0.1603534940899008,0.16991363019442196,20,0.12119903877377507,0.1603534940899008,0.17503686145319375
GRU,5,16,0.001,0.05,1,256,0.001,92,16,10,0.12368566407398744,0.18569545447826385,False,789,0.32153067126722845,0.4309239669303436,0.14340003863749273,789,0.32153067126722845,0.4309239669303436,0.4861355151140744,30,0.23499770791729288,0.34608384321040214,0.29487212675821417,30,0.23499770791729288,0.34608384321040214,-0.0025098860814942725,526,0.34145202613760767,0.45318643682246856,0.3541826166740226,526,0.34145202613760767,0.45318643682246856,0.3991000181968466,20,0.16684492672383786,0.1997499594929753,-0.28807107359534867,20,0.16684492672383786,0.1997499594929753,-0.28012119485043074
GRU,3,24,0.001,0.15,2,256,0.001,66,21,15,0.13214463585366806,0.18016493320465088,False,789,0.30875886436265687,0.4244583997190488,0.16891198987009215,789,0.30875886436265687,0.4244583997190488,0.5014398418358762,30,0.23520372187495228,0.3254508307917073,0.3764432258604258,30,0.23520372187495228,0.3254508307917073,0.11346316841221149,526,0.34809545176201445,0.4464507375834112,0.37323748724405337,526,0.34809545176201445,0.4464507375834112,0.4168295988405647,20,0.1649443136125803,0.19807231098205708,-0.26652557767290275,20,0.1649443136125803,0.19807231098205708,-0.25870867612434734
GRU,7,16,0.003,0.15,2,256,0.001,154,12,6,0.11768273524940014,0.15854601562023163,False,787,0.29317882000194834,0.3981783787734815,0.2702665578920692,787,0.29317882000194834,0.3981783787734815,0.5623590025452425,30,0.23526890175541243,0.3519506587703207,0.270762829209354,30,0.23526890175541243,0.3519506587703207,-0.03678708608508119,526,0.3740570988732146,0.4779785233366768,0.28158946913476224,526,0.3740570988732146,0.4779785233366768,0.3315558142754149,20,0.19359174284413455,0.2103970196436624,-0.4290439795841181,20,0.19359174284413455,0.2103970196436624,-0.4202240265615431
LSTM,7,48,0.003,0.15,2,256,0.0001,329,9,3,0.10491108819842339,0.16684076189994812,False,787,0.30666291236832005,0.4084614632144275,0.23208866346197798,787,0.30666291236832005,0.4084614632144275,0.5394626806350891,30,0.23529251688718794,0.3393406014248274,0.32208244075721715,30,0.23529251688718794,0.3393406014248274,0.03617615913463146,526,0.37339846915986824,0.47119143296353244,0.301846861437541,526,0.3733984691598683,0.47119143296353244,0.350404279771078,20,0.1815629232749343,0.21707445895729466,-0.5211914718366635,20,0.1815629232749343,0.21707445895729466,-0.5118027913540337
GRU,7,24,0.001,0.05,1,256,0.0001,155,16,10,0.11004657261073589,0.16289284825325012,False,787,0.3006817257993179,0.40359985774833207,0.25025960530413893,787,0.3006817257993179,0.40359985774833207,0.5503602887939316,30,0.23532315153678254,0.3339592312842284,0.34341321423836246,30,0.23532315153678254,0.3339592312842284,0.06650301487825683,526,0.3752121355545498,0.47685177452604977,0.2849725254166374,526,0.3752121355545498,0.47685177452604977,0.33470357478899615,20,0.2311523713737727,0.2495537547697807,-1.0104563331805294,20,0.2311523713737727,0.2495537547697807,-0.9980479464087304
LSTM,5,48,0.003,0.05,1,256,0.001,276,8,2,0.09925124353983185,0.16441339254379272,False,789,0.29725914887107524,0.4054792122104344,0.24157272969682653,789,0.29725914887107524,0.4054792122104344,0.5450281856680492,30,0.2353381884952386,0.3360950556931772,0.3349880035855899,30,0.2353381884952386,0.3360950556931772,0.054524539353112966,526,0.34112180769630485,0.4473072846293697,0.37083020452602355,526,0.34112180769630485,0.4473072846293697,0.4145897456269373,20,0.17088457457125183,0.20666250068945938,-0.37876353201335644,20,0.17088457457125183,0.20666250068945938,-0.37025390616885545
GRU,3,16,0.003,0.05,2,256,0.001,54,22,16,0.09440515314539273,0.16955848038196564,False,789,0.3009908997243499,0.4117748106974376,0.21783873496877515,789,0.3009908997243499,0.4117748106974376,0.5307904346461879,30,0.23537984496951106,0.35466392663952895,0.2594757778279433,30,0.23537984496951098,0.35466392663952895,-0.052834360663169155,526,0.3603501691103208,0.46972254017651394,0.30619292365958006,526,0.3603501691103208,0.469722540176514,0.3544480679650239,20,0.20084056158065788,0.24874595517951983,-0.9974617997599533,20,0.20084056158065788,0.24874595517951983,-0.9851336142807365
LSTM,5,48,0.003,0.05,1,256,0.0001,275,9,3,0.09402790293097496,0.17514973878860474,False,789,0.31509455152092025,0.4185089460448118,0.19204672816131274,789,0.31509455152092025,0.4185089460448118,0.5153181057994649,30,0.2354354610999425,0.32138221833271186,0.3919365197423973,30,0.2354354610999425,0.32138221833271186,0.1354906344563972,526,0.3902763369707214,0.4699506087892911,0.3055190193067753,526,0.3902763369707214,0.4699506087892911,0.353821034497371,20,0.25015396607071166,0.27865324756651955,-1.506655466144165,20,0.25015396607071166,0.27865324756651955,-1.4911845752751476
GRU,7,24,0.001,0.15,1,256,0.0001,159,21,15,0.09946654401719571,0.16560758650302887,False,787,0.29942898753970826,0.40694912678935025,0.23776454942673975,787,0.29942898753970826,0.40694912678935025,0.5428666638592681,30,0.23548524008989333,0.3427762037798283,0.30828600593187216,30,0.23548524008989333,0.3427762037798283,0.016561188815134686,526,0.3657682527393216,0.45294836119809656,0.35486098203584115,526,0.3657682527393216,0.45294836119809656,0.399731202404793,20,0.19593647361397742,0.2268843005020586,-0.6617868515797105,20,0.19593647361397742,0.2268843005020586,-0.651530426883298
GRU,3,24,0.003,0.15,1,256,0.001,72,16,10,0.09865883365273476,0.16437633335590363,False,789,0.294640080660015,0.4054335283868201,0.24174361838741942,789,0.294640080660015,0.4054335283868201,0.5451306998320992,30,0.23561616693536439,0.3653676926918971,0.21410320469657773,30,0.23561616693536439,0.3653676926918971,-0.11734245181552705,526,0.35372198650127584,0.4505050673460716,0.3618022273924453,526,0.35372198650127584,0.45050506734607165,0.4061896755214408,20,0.17925957493484018,0.2253464674484006,-0.6393358497437152,20,0.17925957493484018,0.2253464674484006,-0.6292179909587319
