model_type,sequence_window,hidden_dim,learning_rate,dropout,num_layers,batch_size,weight_decay,random_seed,epochs_ran,best_epoch,final_train_loss,best_val_loss,is_default_config,validation_delta_n,validation_delta_MAE,validation_delta_RMSE,validation_delta_R2,validation_reconstructed_level_n,validation_reconstructed_level_MAE,validation_reconstructed_level_RMSE,validation_reconstructed_level_R2,asean_validation_delta_n,asean_validation_delta_MAE,asean_validation_delta_RMSE,asean_validation_delta_R2,asean_validation_reconstructed_level_n,asean_validation_reconstructed_level_MAE,asean_validation_reconstructed_level_RMSE,asean_validation_reconstructed_level_R2,test_delta_n,test_delta_MAE,test_delta_RMSE,test_delta_R2,test_reconstructed_level_n,test_reconstructed_level_MAE,test_reconstructed_level_RMSE,test_reconstructed_level_R2,asean_test_delta_n,asean_test_delta_MAE,asean_test_delta_RMSE,asean_test_delta_R2,asean_test_reconstructed_level_n,asean_test_reconstructed_level_MAE,asean_test_reconstructed_level_RMSE,asean_test_reconstructed_level_R2
LSTM,7,16,0.001,0.05,2,256,0.001,286,15,9,0.12144158259034157,0.16727639734745026,False,787,0.30463569945854335,0.4089943973552201,0.2300835139719537,787,0.30463569945854335,0.4089943973552201,0.5382601379363122,30,0.24290422309835746,0.33558925781955556,0.33698808391098634,30,0.24290422309835746,0.33558925781955556,0.05736813747943381,526,0.37247240884347116,0.4722030437100894,0.2988458842991767,526,0.3724724088434711,0.4722030437100894,0.3476120243217933,20,0.24145434589385992,0.2880688775024804,-1.6789160744558784,20,0.24145434589385992,0.2880688775024804,-1.6623820039404293
LSTM,7,48,0.001,0.05,1,256,0.001,316,12,6,0.09978910125792026,0.16426493227481842,False,787,0.30571507572044715,0.40529612371589996,0.2439442828770052,787,0.30571507572044715,0.40529612371589996,0.5465728181275531,30,0.243012816063563,0.3648669747962797,0.21625579209200252,30,0.243012816063563,0.3648669747962797,-0.11428202798821974,526,0.38045486406024415,0.4641289453063084,0.32261865615307206,526,0.38045486406024415,0.4641289453063084,0.3697313703524743,20,0.22799494729638106,0.25230062302193945,-1.054958583712902,20,0.22799494729638106,0.25230062302193945,-1.0422755323648536
GRU,7,48,0.001,0.15,2,256,0.001,178,12,6,0.11957402415573597,0.1572350114583969,False,787,0.2953242620349763,0.3965287005799566,0.2763006955967704,787,0.2953242620349763,0.3965287005799566,0.5659778390840156,30,0.24374536967178187,0.3543413788626692,0.26082209929456,30,0.24374536967178187,0.3543413788626692,-0.050920238939513585,526,0.36654587551180856,0.46234273654912333,0.3278224524418838,526,0.36654587551180856,0.46234273654912333,0.3745732361430022,20,0.18618059433698655,0.215069897934109,-0.49322648911498246,20,0.18618059433698655,0.215069897934109,-0.4840104064231876
LSTM,3,24,0.003,0.05,1,256,0.0001,211,11,5,0.09978890605270863,0.16505274176597595,False,789,0.3066904850437463,0.4062668285053719,0.2386234794539529,789,0.3066904850437463,0.40626682850537194,0.5432589642984341,30,0.24378136219779648,0.35434530487133814,0.26080571941292074,30,0.24378136219779648,0.35434530487133814,-0.05094352690457549,526,0.3893328818479418,0.4799760374501457,0.27557232119484365,526,0.3893328818479418,0.4799760374501457,0.3259571664518104,20,0.21599304032325745,0.23537147962461152,-0.7884388789010057,20,0.21599304032325745,0.23537147962461152,-0.777400767323611
GRU,7,16,0.001,0.15,1,256,0.0001,143,19,13,0.11858300678431988,0.1750209927558899,False,787,0.3133694337877188,0.41835509993615294,0.19443787899864506,787,0.3133694337877188,0.41835509993615294,0.5168824809119001,30,0.24455694241027037,0.35283571526174384,0.2670905666619088,30,0.24455694241027037,0.35283571526174384,-0.042008095844878746,526,0.362787889084761,0.450180602860817,0.36272118683376897,526,0.362787889084761,0.450180602860817,0.40704472019169335,20,0.22700540998280055,0.24662315014955924,-0.9635144829846745,20,0.22700540998280055,0.24662315014955924,-0.9513958178165733
GRU,7,16,0.003,0.15,1,256,0.001,152,16,10,0.08601569011807442,0.16759204864501953,False,787,0.3011510131486811,0.4093800812054209,0.22863075879181816,787,0.3011510131486811,0.4093800812054209,0.5373888811329299,30,0.24456507148543993,0.33778595607385287,0.328279796303409,30,0.24456507148543993,0.33778595607385287,0.04498719956912145,526,0.3826990345126662,0.4763664082816469,0.2864273740510379,526,0.3826990345126662,0.4763664082816469,0.33605723689303457,20,0.19175224833935497,0.20924822674937668,-0.4134810814057084,20,0.19175224833935497,0.20924822674937668,-0.40475718143173767
LSTM,5,24,0.003,0.05,2,256,0.0001,261,10,4,0.10425233807076108,0.17489078640937805,False,789,0.307117314849894,0.41819946967727073,0.19324120677958678,789,0.307117314849894,0.41819946967727073,0.5160346598125076,30,0.24458017846743266,0.3504463171286351,0.27698345881652453,30,0.24458017846743266,0.3504463171286351,-0.027942955941467895,526,0.36423478453291913,0.4723165356401368,0.29850880516466927,526,0.3642347845329192,0.4723165356401368,0.3472983894599557,20,0.19430692482590678,0.21849837552256382,-0.5412136700338379,20,0.19430692482590678,0.21849837552256382,-0.5317014140349674
LSTM,3,16,0.001,0.15,2,256,0.001,194,30,27,0.12189204369982083,0.17592579126358032,False,789,0.30274043857499827,0.41943508891410697,0.18846683757625027,789,0.30274043857499827,0.41943508891410697,0.5131705705269731,30,0.24459216928184035,0.3779472535397083,0.15905494695671185,30,0.24459216928184035,0.3779472535397083,-0.19560686978848452,526,0.3761603286705996,0.4934997299668481,0.234174607524553,526,0.3761603286705996,0.4934997299668481,0.28743871520935815,20,0.16821947356462477,0.20631764866288446,-0.3741659616244499,20,0.16821947356462477,0.20631764866288446,-0.3656847116420132
GRU,5,48,0.003,0.15,1,256,0.0001,135,8,2,0.10474123331633481,0.1765950322151184,False,789,0.3042384094641236,0.42023211302029,0.18537970416000393,789,0.3042384094641236,0.42023211302029,0.5113186346242556,30,0.24517583940774204,0.38433713986872253,0.13037915681502177,30,0.24517583940774204,0.38433713986872253,-0.23637644393122326,526,0.33326808367819727,0.4368133739584251,0.40000479878658324,526,0.33326808367819727,0.4368133739584251,0.4417352106034288,20,0.13341087689995768,0.16674124154004594,0.10246273478910706,20,0.13341087689995768,0.16674124154004594,0.1080022679513225
GRU,7,48,0.003,0.05,2,256,0.0001,181,11,5,0.08375474512577057,0.1605168879032135,False,787,0.29133576795670857,0.4006455978433793,0.2611952959800503,787,0.29133576795670857,0.4006455978433793,0.5569187199951081,30,0.24518657593180734,0.33430832969192803,0.3420397938801789,30,0.24518657593180734,0.33430832969192803,0.06455036552333282,526,0.4076976106192902,0.5011493182646903,0.21024895138248856,526,0.4076976106192902,0.5011493182646903,0.2651771181827288,20,0.2672048706650735,0.29463939067016404,-1.8025156268257607,20,0.2672048706650735,0.29463939067016404,-1.785218709077415
LSTM,7,24,0.001,0.05,2,256,0.001,302,13,7,0.12095068953931332,0.16863563656806946,False,787,0.30626687999064006,0.4106526900391322,0.22382751042645066,787,0.30626687999064006,0.4106526900391322,0.5345082424170035,30,0.24534196077386533,0.33589627805002065,0.3357743907964146,30,0.24534196077386533,0.33589627805002065,0.05564257904925385,526,0.3867503904292338,0.4928603367052336,0.23615777531283277,526,0.38675039042923387,0.4928603367052336,0.28928395121361783,20,0.2577309990048409,0.2815844375889556,-1.5596685074586878,20,0.2577309990048409,0.2815844375889556,-1.5438704240465029
LSTM,7,16,0.003,0.15,1,256,0.0001,295,14,8,0.08952830750495196,0.1632288098335266,False,787,0.30299517751827815,0.40401586020398983,0.2487132490382975,787,0.30299517751827815,0.40401586020398983,0.5494328968730566,30,0.24535628427192568,0.3257264219536271,0.37538672528097405,30,0.24535628427192568,0.3257264219536271,0.11196109720535119,526,0.39119396357107983,0.4905932791855775,0.2431686522512705,526,0.39119396357107983,0.4905932791855775,0.29580721294905643,20,0.22870965071395039,0.281156074632921,-1.551886591865312,20,0.22870965071395039,0.281156074632921,-1.5361365378566587
LSTM,5,48,0.003,0.05,2,256,0.0001,277,11,5,0.08576251837340268,0.17088432610034943,False,789,0.31316131926247676,0.41338158017821586,0.21172274740139996,789,0.31316131926247676,0.41338158017821586,0.5271215239029758,30,0.24547582271099092,0.36701952702533164,0.2069810323550514,30,0.24547582271099092,0.36701952702533164,-0.12746834309526123,526,0.3988953174332815,0.4895642246080037,0.24634033836955094,526,0.3988953174332815,0.4895642246080037,0.2987583043565759,20,0.22122276585102085,0.2474603702639227,-0.9768683316442686,20,0.22122276585102085,0.2474603702639227,-0.9646672475166878
LSTM,5,48,0.003,0.15,2,256,0.0001,281,8,2,0.1176423616707325,0.1854737102985382,False,789,0.30885737486650133,0.4306665712611384,0.1444230463516435,789,0.30885737486650133,0.4306665712611384,0.4867492056998529,30,0.2455474228839079,0.3954818575104539,0.07921472997605639,30,0.2455474228839079,0.3954818575104539,-0.3091190565384092,526,0.36209430380703833,0.5009600341807872,0.21084541661800482,526,0.36209430380703833,0.5009600341807872,0.26573209851992896,20,0.10977046169638635,0.14633976434634857,0.3086608836772343,20,0.10977046169638635,0.14633976434634857,0.31292777721987386
LSTM,3,24,0.003,0.15,2,256,0.0001,217,18,12,0.10056179172048967,0.16340866684913635,False,789,0.2907244006590245,0.40423839219392493,0.2462074029810425,789,0.2907244006590245,0.40423839219392493,0.5478084729751138,30,0.24567944975296654,0.35579682262630236,0.2547373381044692,30,0.24567944975296654,0.35579682262630236,-0.05957119925323173,526,0.38157314966964634,0.4993023737092957,0.21605934969110419,526,0.3815731496696463,0.4993023737092957,0.270583396068801,20,0.15273102212399242,0.19042380560221683,-0.17060104635576345,20,0.15273102212399242,0.19042380560221683,-0.16337618387109742
LSTM,7,24,0.003,0.05,2,256,0.0001,309,12,6,0.08992142863571644,0.16167548298835754,False,787,0.2969205399845198,0.4020889136475443,0.25586265674868436,787,0.2969205399845198,0.4020889136475443,0.5537205911748913,30,0.2460510440741976,0.34629560098231144,0.29400897182483576,30,0.2460510440741976,0.34629560098231144,-0.003737069670129989,526,0.41263560203825456,0.5055116867403996,0.1964399740918763,526,0.41263560203825456,0.5055116867403996,0.2523285724221377,20,0.2574653674937785,0.27376862610851066,-1.4195454273761268,20,0.2574653674937785,0.27376862610851066,-1.404612173179392
GRU,3,48,0.003,0.05,1,256,0.001,84,14,8,0.08647336640084784,0.17118479311466217,False,789,0.30109911362753167,0.4137448198749123,0.2103368153473547,789,0.30109911362753167,0.4137448198749123,0.5262901191712899,30,0.24625969830950104,0.3613894425268336,0.2311242656277256,30,0.24625969830950104,0.3613894425268336,-0.09314289524911112,526,0.35610964491850067,0.4677495675429967,0.31200907019592616,526,0.35610964491850067,0.4677495675429967,0.359859694282445,20,0.1399621271759271,0.17934889201991935,-0.0383979535761545,20,0.1399621271759271,0.17934889201991935,-0.03198903873509762
GRU,5,16,0.001,0.05,2,256,0.001,94,14,8,0.13884864307262682,0.17178431153297424,False,789,0.30559273781108987,0.4144687282721484,0.20757113045650377,789,0.30559273781108987,0.4144687282721484,0.5246310165494155,30,0.2464659779955943,0.36555619231563763,0.21329207953408125,30,0.2464659779955943,0.36555619231563763,-0.11849566249561794,526,0.3495079735787196,0.45535172091851134,0.34799655876195124,526,0.3495079735787196,0.45535172091851134,0.3933442082995452,20,0.15643142892420292,0.18745626130772125,-0.1344002919452847,20,0.15643142892420292,0.18745626130772125,-0.12739885782100768
GRU,5,16,0.001,0.15,2,256,0.0001,97,19,13,0.13620836287736893,0.1684376746416092,False,789,0.3030101935957926,0.41041159285370804,0.22300899403567964,789,0.30301019359579257,0.41041159285370804,0.5338920137169081,30,0.2471977966586749,0.36740847676353394,0.2052993346005476,30,0.2471977966586749,0.36740847676353394,-0.12985928336052122,526,0.34503865756088786,0.4521357720980823,0.3571736637544142,526,0.34503865756088786,0.4521357720980823,0.4018830342360301,20,0.14839325859844685,0.17418818917376733,0.020501362597279416,20,0.14839325859844685,0.17418818917376733,0.026546755245084763
GRU,3,24,0.003,0.15,1,256,0.0001,71,10,4,0.11607820789019267,0.1697148233652115,False,789,0.3058493184837854,0.41196457950501053,0.2171176417444839,789,0.3058493184837854,0.41196457950501053,0.5303578590975435,30,0.24736014077663424,0.3737261702641152,0.1777341502354679,30,0.24736014077663424,0.3737261702641152,-0.16904986266722788,526,0.354730311853974,0.45023901132571376,0.36255580924238506,526,0.354730311853974,0.45023901132571376,0.40689084481729343,20,0.14873290340751405,0.182824260265705,-0.07903138593630543,20,0.14873290340751405,0.182824260265705,-0.07237168457665111
LSTM,5,24,0.003,0.05,1,256,0.0001,259,11,5,0.0887398553842848,0.16010597348213196,True,789,0.29914161864954253,0.40013246382095885,0.2614424727684461,789,0.29914161864954253,0.40013246382095885,0.5569478164745612,30,0.24759326028426487,0.34731174340645277,0.28985968459606104,30,0.24759326028426487,0.34731174340645277,-0.009636285436362968,526,0.3849434761245214,0.47307953410094133,0.29624054232576247,526,0.38494347612452146,0.47307953410094133,0.34518788712010784,20,0.22816620479226116,0.25593777930349254,-1.114634056278899,20,0.22816620479226116,0.25593777930349254,-1.1015826923581433
GRU,3,24,0.003,0.05,2,256,0.0001,69,8,2,0.1282683201134205,0.1769697666168213,False,789,0.3103350344564487,0.4206777445534076,0.18365107390510194,789,0.3103350344564487,0.4206777445534076,0.510281649175318,30,0.24780984597752492,0.37558661721454645,0.1695271269121591,30,0.24780984597752492,0.37558661721454645,-0.18071813211046006,526,0.32565487514181285,0.439392554593236,0.3928984933480645,526,0.32565487514181285,0.439392554593236,0.43512315753867226,20,0.15334739465564493,0.17806390177400433,-0.023571531724798644,20,0.15334739465564493,0.17806390177400433,-0.017254124455300168
LSTM,7,24,0.001,0.05,2,256,0.0001,301,15,9,0.10786063820123673,0.16580085456371307,False,787,0.30222273237431446,0.4071865281388138,0.2368749615416469,787,0.30222273237431446,0.40718652813881373,0.5423331538035536,30,0.24805046338985362,0.34919399132028806,0.28214164941944386,30,0.24805046338985362,0.34919399132028806,-0.020609339912441405,526,0.36204932024587694,0.4555501044635764,0.3474283170075462,526,0.36204932024587694,0.4555501044635764,0.3928154884652736,20,0.2072874715298414,0.22487137893953943,-0.632430850111231,20,0.2072874715298414,0.22487137893953943,-0.6223556084697712
LSTM,3,16,0.003,0.15,1,256,0.0001,199,11,5,0.11730540792147319,0.17647354304790497,False,789,0.31097450229204504,0.4200875293331641,0.18594015892151283,789,0.31097450229204504,0.4200875293331641,0.5116548450028628,30,0.2483257774909337,0.33985022829618927,0.320044697966515,30,0.2483257774909337,0.33985022829618927,0.03327901470098671,526,0.37641308289177067,0.4724525031037035,0.2981048654337177,526,0.37641308289177067,0.4724525031037035,0.34692254423923974,20,0.1996052938401699,0.22734222957212785,-0.6685017142971628,20,0.1996052938401699,0.22734222957212785,-0.6582038459681072
GRU,5,48,0.001,0.05,2,256,0.001,126,10,4,0.11893201619386673,0.1751345545053482,False,789,0.30616109789622753,0.4184908031572405,0.1921167782177231,789,0.30616109789622753,0.4184908031572405,0.5153601280242806,30,0.24870344248016674,0.37775071528416704,0.15992932770002333,30,0.24870344248016674,0.37775071528416704,-0.1943637259948079,526,0.35216182354806497,0.4584347013804005,0.3391378301638174,526,0.35216182354806497,0.4584347013804005,0.3851016152835396,20,0.1683075437068939,0.19442234689927854,-0.22027802364683957,20,0.1683075437068939,0.19442234689927854,-0.21274655855772595
LSTM,5,16,0.003,0.15,2,256,0.001,250,12,6,0.11718139899047939,0.177603617310524,False,789,0.3080030241681898,0.42143045221384806,0.18072711689702026,789,0.3080030241681898,0.42143045221384806,0.5085276009269425,30,0.24881644856532412,0.3518066261640313,0.27135957443829417,30,0.24881644856532412,0.3518066261640313,-0.03593866835237414,526,0.3505878750169685,0.45353802917332026,0.3531801483102218,526,0.3505878750169685,0.45353802917332026,0.3981672727534461,20,0.1672139869749546,0.19833446154104334,-0.2698803131486185,20,0.1672139869749546,0.19833446154104334,-0.2620427064225308
LSTM,5,16,0.003,0.15,1,256,0.001,248,12,6,0.1106834580952471,0.18567195534706116,False,789,0.31874537609615783,0.4308966975309806,0.14350844860835166,789,0.31874537609615783,0.4308966975309806,0.48620054901127807,30,0.24882613375087576,0.3802277487954907,0.1488759761932602,30,0.24882613375087576,0.3802277487954907,-0.21007873965455603,526,0.3546927736898452,0.45176515730529626,0.3582270787739067,526,0.3546927736898452,0.45176515730529626,0.40286318293191103,20,0.1723206223502755,0.2036092083379492,-0.33832397516370727,20,0.1723206223502755,0.2036092083379492,-0.3300639392525906
GRU,5,16,0.003,0.05,1,256,0.0001,99,13,7,0.09748870608481494,0.17932218313217163,False,789,0.31296518429781395,0.42346448272415477,0.17279960464766786,789,0.31296518429781395,0.42346448272415477,0.5037719773194411,30,0.24884940046171347,0.36769219598845826,0.20407149731454743,30,0.24884940046171347,0.36769219598845826,-0.13160495115274107,526,0.36488210341453325,0.4578719861396283,0.34075921257519937,526,0.36488210341453325,0.4578719861396283,0.3866102285334305,20,0.18090573393702508,0.21443995790280826,-0.4844919746359464,20,0.18090573393702508,0.21443995790280826,-0.4753298007170659
GRU,7,48,0.001,0.05,1,256,0.001,172,12,6,0.10190053731203079,0.1706639975309372,False,787,0.306092736266241,0.4131149804448197,0.21449168078792047,787,0.306092736266241,0.4131149804448197,0.528909291403779,30,0.24895524816513062,0.3639299025915504,0.22027633583813444,30,0.24895524816513062,0.3639299025915504,-0.10856585223361548,526,0.34890486099800455,0.4427224406743948,0.38366192806085553,526,0.34890486099800455,0.4427224406743948,0.4265290068448282,20,0.1935582871049642,0.22053012174567785,-0.5700094336460877,20,0.1935582871049642,0.22053012174567785,-0.5603194523385928
GRU,5,24,0.003,0.05,2,256,0.001,118,8,2,0.11506251144138249,0.15881803631782532,False,789,0.2963747127139976,0.39851979455838865,0.2673837495451742,789,0.2963747127139976,0.3985197945583887,0.5605119202197701,30,0.24897522270331776,0.35300457872328916,0.26638887330115313,30,0.24897522270331776,0.35300457872328916,-0.04300572274043901,526,0.3539926047249212,0.4625241843334104,0.3272947527516016,526,0.3539926047249212,0.4625241843334104,0.3740822386219148,20,0.19009582639932632,0.2206406864142135,-0.5715841036826694,20,0.19009582639932632,0.2206406864142135,-0.561884403628973
LSTM,7,16,0.001,0.15,1,256,0.0001,287,23,17,0.10119283720850944,0.18006712198257446,False,787,0.31193502298281484,0.4243431797119205,0.17121219106778762,787,0.31193502298281484,0.4243431797119205,0.5029534040105157,30,0.24934717822074887,0.32914298807105724,0.36221478459062273,30,0.24934717822074887,0.32914298807105724,0.09323399640270225,526,0.37305811435256164,0.4584680075583162,0.33904180081654667,526,0.37305811435256164,0.4584680075583162,0.3850122648967006,20,0.2588697060883045,0.2805089553735274,-1.5401530767308556,20,0.2588697060883045,0.2805089553735274,-1.5244754411038288
LSTM,5,16,0.001,0.15,2,256,0.0001,241,16,10,0.14164531671188094,0.18033523857593536,False,789,0.31240651248421886,0.4246589716474299,0.16812636607670728,789,0.31240651248421886,0.4246589716474299,0.5009685551395053,30,0.24978991700112815,0.3901160971359864,0.10403101968953354,30,0.24978991700112815,0.3901160971359864,-0.27383669610746275,526,0.35212807039732374,0.45637976984960094,0.3450491751484004,526,0.35212807039732374,0.45637976984960094,0.39060181887882617,20,0.15313745417594912,0.1824504132903536,-0.0746229974434991,20,0.15313745417594912,0.1824504132903536,-0.06799050432933429
LSTM,5,16,0.001,0.15,1,256,0.0001,239,17,11,0.12511331689628688,0.1958831250667572,False,789,0.32479744993340987,0.4425868577910519,0.09640508180856155,789,0.32479744993340987,0.4425868577910519,0.45794377991398916,30,0.24980571562647816,0.3638765937565245,0.22050474859320157,30,0.24980571562647816,0.3638765937565245,-0.1082411082350423,526,0.36478656218657024,0.477010750866724,0.284495683739865,526,0.36478656218657024,0.477010750866724,0.3342598980433814,20,0.23550096341371543,0.26824067172280436,-1.3228206775940468,20,0.23550096341371543,0.26824067172280436,-1.3084844013499755
GRU,5,24,0.001,0.15,1,256,0.001,112,13,7,0.1352171183309772,0.18914814293384552,False,789,0.3210645575642737,0.43491164476003347,0.12747310170826598,789,0.3210645575642737,0.43491164476003347,0.4765811284574023,30,0.2504357652127742,0.38396289960162083,0.1320718825717051,30,0.2504357652127743,0.38396289960162083,-0.2339698246925055,526,0.347489676429405,0.4560148007494841,0.34609629094759653,526,0.347489676429405,0.4560148007494841,0.3915761064730099,20,0.15251796627640724,0.17918337926398592,-0.03648225952782602,20,0.15251796627640724,0.17918337926398592,-0.030085168207775626
GRU,3,48,0.001,0.05,2,256,0.001,78,11,5,0.12605852509538332,0.16093651950359344,False,789,0.3000645493805333,0.4011689142004576,0.25761139333538696,789,0.3000645493805333,0.4011689142004576,0.5546495958952669,30,0.2505484472771485,0.3724477992879089,0.18334982864224258,30,0.2505484472771485,0.3724477992879089,-0.16106581703028056,526,0.35936213347123147,0.45761688066901895,0.3414936059708027,526,0.35936213347123147,0.45761688066901895,0.38729354395578974,20,0.18222945184707637,0.2070650637035363,-0.3841402190137806,20,0.18222945184707637,0.2070650637035363,-0.37559740865750935
GRU,3,16,0.003,0.05,1,256,0.001,52,14,8,0.10077130266775687,0.17176857590675354,False,789,0.30900109592946995,0.4144497480151511,0.20764370606081983,789,0.30900109592946995,0.4144497480151511,0.5246745538214319,30,0.25058078005214535,0.3573129294369895,0.24837244071082953,30,0.25058078005214535,0.3573129294369895,-0.06862044096265718,526,0.36560356272255623,0.45810363694497724,0.34009198551130737,526,0.36560356272255623,0.45810363694497724,0.38598940794094894,20,0.1679667920306325,0.19847959390160283,-0.27173947728571335,20,0.1679667920306325,0.19847959390160283,-0.26389039593702157
LSTM,7,16,0.001,0.15,1,256,0.001,288,22,16,0.10456638485193252,0.18442659080028534,False,787,0.31251809807903735,0.4294491815513607,0.1511470538820544,787,0.31251809807903735,0.4294491815513607,0.49091979537300445,30,0.2506500554005305,0.37432216445510047,0.1751094668637463,30,0.2506500554005305,0.37432216445510047,-0.17278148515420666,526,0.38384730498787345,0.4868851362661025,0.2545664137225925,526,0.38384730498787345,0.4868851362661025,0.3064122459468397,20,0.19544928324222563,0.23543458444768234,-0.7893979946646106,20,0.19544928324222563,0.23543458444768234,-0.7783539634961474
GRU,5,16,0.003,0.05,1,256,0.001,100,17,11,0.08955576152286747,0.19372794032096863,False,789,0.3177125588036384,0.44014537739352044,0.10634674349619122,789,0.3177125588036384,0.44014537739352044,0.46390766865138544,30,0.2507572699010372,0.3785144360950577,0.15652905345298596,30,0.2507572699010372,0.3785144360950577,-0.19919803857469698,526,0.34015238912256274,0.4438486945975306,0.38052210027975286,526,0.34015238912256274,0.4438486945975306,0.42360755798754757,20,0.1520294719338417,0.16587477901403452,0.11176651356593803,20,0.1520294719338417,0.16587477901403452,0.11724862449838558
GRU,3,16,0.003,0.15,1,256,0.0001,55,16,10,0.10442183073610067,0.16471447050571442,False,789,0.29764545311796725,0.40585031545151184,0.24018383672089105,789,0.29764545311796725,0.40585031545151184,0.5441950047133063,30,0.2508047642804683,0.367251980816641,0.2059761885880006,30,0.2508047642804682,0.367251980816641,-0.12889697164429936,526,0.3794666036606231,0.47698909406739015,0.28456065159065125,526,0.3794666036606231,0.47698909406739015,0.3343203472994143,20,0.18841408942490812,0.22438448231274138,-0.6253693504088187,20,0.18841408942490812,0.22438448231274138,-0.6153376918176598
LSTM,7,48,0.003,0.05,1,256,0.001,324,9,3,0.08637342341244221,0.16047903895378113,False,787,0.30210033772111394,0.4005983451403938,0.26136955702638887,787,0.30210033772111394,0.4005983451403938,0.5570232290853272,30,0.2511069747070471,0.36047477875186046,0.23501133443792976,30,0.2511069747070471,0.36047477875186046,-0.08761648641181297,526,0.3574161177078128,0.4526320503946694,0.3557617168906232,526,0.3574161177078128,0.4526320503946694,0.40056929003114417,20,0.18322560247927905,0.22704329293625433,-0.664116709671063,20,0.18322560247927905,0.22704329293625433,-0.6538459052640131
GRU,5,24,0.001,0.05,1,256,0.0001,107,14,8,0.12257463586601344,0.18727785348892212,False,789,0.3167460918970812,0.4327561056302956,0.13610062457536187,789,0.3167460918970812,0.4327561056302956,0.4817566803998634,30,0.2511728417351842,0.3873049153064967,0.11689722402402658,30,0.2511728417351842,0.3873049153064967,-0.2555442735112978,526,0.3399754568884298,0.45744777679420834,0.34198019382516986,526,0.3399754568884298,0.45744777679420834,0.38774628902023667,20,0.13446118741407995,0.15730306750763584,0.20119493319553583,20,0.13446118741407995,0.15730306750763584,0.20612509858167083
LSTM,5,48,0.001,0.15,1,256,0.0001,271,14,8,0.10142138160087845,0.17559276521205902,False,789,0.31138419383122135,0.41903792076135404,0.19000301103187556,789,0.31138419383122135,0.41903792076135404,0.514092103351017,30,0.25134198944568636,0.35825530602520683,0.24440252967449494,30,0.25134198944568636,0.35825530602520683,-0.07426463006908435,526,0.3812471421049348,0.4676348022786513,0.31234663448268307,526,0.3812471421049348,0.4676348022786513,0.3601737805535903,20,0.2536136421263218,0.27378969792684327,-1.419917903832114,20,0.2536136421263218,0.27378969792684327,-1.4049823507384307
GRU,5,24,0.003,0.05,2,256,0.0001,117,9,3,0.11568939313292503,0.18155840039253235,False,789,0.31282048926365547,0.42609669345315276,0.16248406233818147,789,0.31282048926365547,0.42609669345315276,0.49758380188834284,30,0.25144730481704075,0.34958955920512796,0.28051434452470336,30,0.25144730481704075,0.34958955920512796,-0.02292294756653379,526,0.35229479137131015,0.45278127313090316,0.35533686475699455,526,0.35229479137131015,0.45278127313090316,0.40017398689134376,20,0.21659430010318753,0.23679078465876788,-0.8100727105371104,20,0.21659430010318753,0.23679078465876788,-0.7989010765619067
LSTM,7,16,0.003,0.15,2,256,0.001,298,14,8,0.10692573860287666,0.16990801692008972,False,787,0.30434283685600894,0.4121989829993427,0.217971224982912,787,0.30434283685600894,0.4121989829993427,0.5309960687176776,30,0.25198599076271055,0.3420568375041044,0.31118628649626323,30,0.25198599076271055,0.3420568375041044,0.02068463939558729,526,0.3672953494103916,0.46432574196593657,0.3220440975140324,526,0.3672953494103916,0.46432574196593657,0.36919677298074394,20,0.21267912141680725,0.23736532228629456,-0.8188671113006385,20,0.21267912141680725,0.23736532228629456,-0.8076411989388321
LSTM,3,24,0.003,0.05,1,256,0.001,212,15,9,0.08943680208176374,0.16966792941093445,False,789,0.3028321946363787,0.41190766360093006,0.21733394858923627,789,0.3028321946363787,0.41190766360093006,0.5304876190909705,30,0.25239088141123456,0.39387781127071375,0.08666886146051422,30,0.25239088141123456,0.39387781127071375,-0.29852120501544444,526,0.34708390113031456,0.45777929933993305,0.3410260851341139,526,0.34708390113031456,0.45777929933993305,0.38685853977424844,20,0.1443675796985626,0.2006075098539364,-0.29915449885489087,20,0.1443675796985626,0.2006075098539364,-0.2911362140346423
LSTM,5,16,0.003,0.05,1,256,0.0001,243,11,5,0.10289868407628754,0.18019196391105652,False,789,0.30905013327644276,0.4244902574484736,0.16878723055058176,789,0.30905013327644276,0.4244902574484736,0.501365000152072,30,0.25258845337827995,0.3935118106870408,0.08836545065601242,30,0.25258845337827995,0.3935118106870408,-0.2961090929636454,526,0.3495956200179378,0.4567489371597168,0.34398916223272813,526,0.3495956200179378,0.4567489371597168,0.38961553117864345,20,0.14312510524392127,0.17732379583619626,-0.015080456159252575,20,0.14312510524392127,0.17732379583619626,-0.008815455175822828
GRU,5,16,0.001,0.05,2,256,0.0001,93,13,7,0.13671007312156938,0.18229793012142181,False,789,0.3127703318841406,0.42696361624548496,0.15907262884220108,789,0.3127703318841406,0.42696361624548496,0.4955373220900643,30,0.2526488407383362,0.37189071017113656,0.18579101197003767,30,0.2526488407383362,0.37189071017113656,-0.15759508425581137,526,0.359474821842442,0.47759606644791625,0.2827386886806884,526,0.359474821842442,0.47759606644791625,0.3326251041738665,20,0.12266835411787029,0.16165957532053865,0.1563364333525471,20,0.12266835411787029,0.16165957532053865,0.16154346205914727
