Area,Year,Temperature_Change,Artificial surfaces (including urban and associated areas),Grassland,Herbaceous crops,Inland water bodies,Mangroves,Permanent snow and glaciers,Shrub-covered areas,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",Sparsely natural vegetated areas,Terrestrial barren land,Tree-covered areas,Woody crops,AFOLU,Agricultural Soils,Agrifood Systems Waste Disposal,Agrifood systems,All sectors with LULUCF,All sectors without LULUCF,Burning - Crop residues,Crop Residues,Drained organic soils,Drained organic soils (CO2),Drained organic soils (N2O),Emissions from crops,Emissions from livestock,Emissions on agricultural land,Energy,Enteric Fermentation,Farm gate,Fertilizers Manufacturing,Fires in humid tropical forests,Fires in organic soils,Food Household Consumption,Food Packaging,Food Processing,Food Retail,Food Transport,Forest fires,Forestland,IPCC Agriculture,IPPU,International bunkers,LULUCF,Land-use change,Manure Management,Manure applied to Soils,Manure left on Pasture,Net Forest conversion,On-farm energy use,Other,Pesticides Manufacturing,Pre- and post-production,Rice Cultivation,Savanna fires,Synthetic Fertilizers,Waste
Thailand,2011,0.194,224.32,4069.32,23662.49,972.46,362.94,0.0,5198.44,12.87,31.14,0.17,10929.32,6074.92,57734.97556666667,14918.069,11992.624933333334,64619.1755,140532.436675,139003.2953,536.2669999999999,2912.085,1023.4016,980.1536,43.248,44019.73046666667,11548.1098,62216.79383333333,95947.0,10586.2316,60758.05263333333,595.6863,553.649,0.0,2736.666375,481.96886666666666,4492.6227,253.640625,2257.125333333333,807.6928666666666,-1.9433,55696.12039999999,14059.155,,2038.855166666667,1458.7412000000002,2361.3470666666667,1072.826,2121.0865,2715.2766,4735.214366666667,1746.35,532.1271,17956.580125,53544.3132,99.43046666666667,8768.8235,13784.833333333334
Viet Nam,2011,0.124,171.67,2085.67,8218.63,869.03,200.33,0.0,5847.77,61.9,6.31,18.45,10606.39,4709.6,39565.55873333333,12600.2465,5301.264633333333,45710.71309999999,91647.3138,97240.15045,346.1782,2667.861,4141.2036,3979.2356,161.968,30986.49253333333,15787.4488,49393.93863333333,62171.23333333334,12381.068,49158.98536666667,963.7375,217.5854,26.0518,2511.215633333333,14.180966666666665,46.636433333333336,1357.259225,1156.3847,461.1047333333333,-27786.0,47022.67426666667,8825.09475,,-7457.115533333334,234.95326666666665,4659.5138,1681.796,2629.065,0.0,809.8992333333334,1134.2,393.0715333333333,8665.259125,37833.0568,140.73473333333334,5459.5565,7936.7
Brunei Darussalam,2012,0.768,5.56,9.76,18.55,13.7,20.06,0.0,6.87,0.0,0.25,0.0,507.05,27.83,153.25946666666667,65.932,113.66566666666668,464.675625,4548.04955,4482.4389,0.0624666666666666,0.2385,273.2546,262.4426,10.812,6.484733333333334,52.08586666666667,201.8177,4741.753,6.4344,153.25946666666667,,0.0,0.0,118.773,0.0,,68.675525,51.7669,0.0,-145.6747,65.7786,822.1004,,87.48086666666667,48.55823333333333,12.286266666666668,21.783,31.482,145.6747,0.0,17.1985,2.3858333333333333,313.31235,7.7784,0.0,1.6165,61.45406666666668
Cambodia,2012,0.81,13.0,1263.48,6789.48,429.81,42.74,0.0,1638.69,662.67,0.25,2.21,7133.81,257.99,45257.94206666667,2179.1745,1076.8083666666666,38234.49815,37276.1947,14829.6891,118.47793333333334,714.811,0.0,0.0,0.0,9557.9804,5027.025933333333,49510.56053333334,3037.69,5038.4264,15329.515699999998,,1940.0825333333328,0.0,90.42013333333333,,,107.676975,134.1738,3580.0074666666665,-17676.8869,14570.330633333331,310.6875333333333,,29928.67413333333,34181.04483333333,893.5506666666666,351.655,810.1315,96722.8869,0.2477666666666667,559.15,23.79883333333333,1101.57775,13141.842,744.2774,302.577,722.5066666666667
Indonesia,2012,0.407,1099.99,9950.16,18597.65,5415.52,4423.48,0.0,7429.35,0.0,1837.31,0.0,119596.7,22805.21,303315.17633333337,43117.62,49118.51033333334,288512.716975,468214.38725,315270.721,666.6006666666666,4411.296,293507.8903,288726.6013,9562.578,60193.704666666665,32544.990533333334,312272.2179666666,272738.0,28432.7596,178653.72086666667,8908.1414,866.5606666666666,160499.87159999998,7945.03175,302.9556666666667,716.3720333333332,1078.599275,4622.447966666667,909.0603333333332,-176775.76395,99390.288,12984.905,,203924.8883333333,133618.4971,5001.2028,3869.8745,9013.0475,198462.09725,3199.698666666667,4266.5,2650.230133333333,54308.5535,68618.5332,276.54266666666666,16260.824,28075.13333333333
Lao People's Democratic Republic,2012,0.886,8.51,1484.95,2969.91,236.76,0.0,0.0,7337.73,91.41,0.0,0.0,10770.06,224.59,13353.474333333334,1480.449,346.0344,10679.6989,15655.7934,8803.668266666666,45.43166666666667,277.0045,0.0,0.0,0.0,2051.0437333333334,4273.0228,13280.619933333335,1731.5833333333333,4233.852,6608.516666666666,,618.5719333333333,0.0,35.03906666666666,,,383.59465,66.09286666666667,1330.1251333333332,-1594.594,6501.349200000001,290.5136,,6852.125133333332,6672.103266666666,756.5611333333333,312.3555,728.485,18160.594,107.16746666666668,153.7,0.3527,719.23395,2568.8096,177.28266666666664,162.604,274.5933333333333
Malaysia,2012,0.721,245.95,1689.74,693.75,635.72,684.16,0.0,1389.91,0.0,18.8,0.0,22441.62,5333.17,-31989.6652,6590.179,4345.598166666667,26702.160875,43586.6661,73714.09845,23.817733333333337,169.388,30944.2853,29707.6363,1236.649,5073.490866666667,2280.2126000000003,21544.686466666662,75432.03333333333,1456.2128,19440.998633333333,1893.6857,24.514066666666665,3118.76065,2805.794675,0.0,,2066.59575,1696.097066666667,25.037666666666667,-156530.0,7409.988966666667,5555.99,,-40169.9098,2103.6878333333334,516.6711,473.608,734.7655,0.0,1358.2086,789.7,888.7503333333334,10543.646025,3429.3532,2.126133333333333,3975.7685,6738.733333333333
Myanmar,2012,0.952,76.3,4580.52,16584.15,1254.91,477.48,1.31,12711.83,62.44,6.36,1.29,29164.23,2299.97,83432.27223333334,9955.997,5014.026800000001,66837.082975,70648.201225,46204.025250000006,276.3337333333333,2078.978,14771.6214,14170.7869,600.8345,22560.51353333333,27230.60453333333,83036.7663,7253.600000000001,26885.824,55671.2749,240.50845,6709.226933333332,1644.28185,96.0621,3.914333333333333,111.1828,406.7466,100.82743333333332,9108.895533333334,-5689.563,50840.0376,311.32205,,32592.234633333337,27365.4914,4937.8082,2112.0765,4441.294,58680.2297,107.64166666666668,943.4,18.642366666666664,4559.508250000001,30624.4512,648.3808666666666,722.814,2467.7000000000003
Philippines,2012,0.778,136.14,2117.13,6597.5,1445.77,678.21,0.0,1393.31,0.0,153.07,0.0,11529.04,6325.56,35777.3358,6975.1445,7238.4935,42084.482475,60202.2049,65371.41590000001,342.4066,1510.924,0.0,0.0,0.0,32368.997333333333,10277.759533333334,43208.3454,33847.833333333336,8828.414,43201.761066666666,424.2003,6.584333333333333,0.0,1122.03275,121.3247,1239.5227,1268.24375,903.5032,8.385333333333334,-20702.0,42669.61713333333,3131.72805,,-6892.281333333332,6.584333333333333,2478.2142,920.08,1950.824,0.0,532.1439333333334,739.35,73.01863333333333,9678.223425,43935.6484,22.8584,2593.3165,5975.900000000001
Singapore,2012,,20.04,4.78,15.42,8.53,3.82,0.0,1.14,0.0,0.08,0.0,9.99,2.45,36.2535,13.409,173.57223333333332,1498.684725,18815.137625000003,18796.804300000003,,,0.0,0.0,0.0,0.265,11.634266666666669,35.783633333333334,17370.17,0.364,11.809066666666666,,0.0,0.0,332.111575,2.9997000000000003,,803.1437,272.21686666666665,0.0,1.4096,11.809066666666666,4181.105,,-41.474175,23.974566666666664,2.6270666666666664,5.459,7.685,71.9237,,107.06,,1471.8469999999998,,0.0,0.265,1998.56
Thailand,2012,0.857,243.39,4071.32,23510.01,971.8,363.03,0.0,5189.98,12.87,31.15,0.15,10940.81,6203.88,58622.07249999999,14949.604,12062.9249,66803.31945000001,146386.774375,143973.93015,536.9432,2907.633,1023.4016,980.1536,43.248,44130.7896,10964.305733333336,63219.69706666668,101472.0,9901.4132,60601.0204,586.4306,1713.5844666666665,0.0,3042.210025,534.7372333333333,4987.0823666666665,990.18365,2339.1936333333333,1985.9633333333331,-1.9433,55404.946866666665,14616.945,,3217.125633333333,2618.6766666666667,2322.9872666666665,1046.008,2014.5565,2715.2766,4869.355666666667,1931.85,355.4558333333334,19388.54665,53544.9516,281.0372,8938.1585,14311.133333333331
Viet Nam,2012,0.759,186.77,2089.57,8144.59,868.36,200.91,0.0,5850.4,63.44,6.3,18.45,10595.7,4771.25,40250.61146666667,13568.689,5374.8274,46304.613575,89972.82955,95517.1745,352.8204666666666,2729.341,4141.2036,3979.2356,161.968,32105.80873333333,15245.543666666666,49924.89573333333,58502.9,11929.2012,49749.5044,1392.8935,175.39133333333334,0.0,2553.9913333333334,22.66113333333333,71.40603333333333,1384.85595,1135.1246,543.1282,-27786.0,47643.07139999999,9105.09595,,-7392.459933333334,175.39133333333334,4537.060866666667,1615.2015,2518.3215,0.0,780.0211333333333,1128.9,345.8059333333333,8860.941775,38356.2844,183.74033333333333,6543.857,8317.533333333333
Brunei Darussalam,2013,0.962,6.29,9.7,18.06,13.68,20.05,0.0,6.78,0.0,0.25,0.0,507.73,27.09,153.53366666666668,69.7215,114.22396666666668,446.37235,3442.2694,3378.4745,0.0531333333333333,0.212,265.7001,255.1796,10.5205,4.656733333333333,56.80526666666666,202.0919,4042.749,6.2972,153.53366666666668,,0.0,0.0,105.245175,0.0093,,63.76604999999999,51.17113333333334,0.0,-145.6747,68.4738,240.35045,,85.05986666666666,48.55823333333333,13.528466666666668,24.009,34.5825,145.6747,0.0,15.5025,2.3185,294.803425,6.3196,0.0,0.3975,62.60763333333333
Cambodia,2013,0.908,19.05,1276.93,6768.54,429.83,42.8,0.0,1659.63,662.96,0.25,2.21,7075.78,296.16,45464.02853333333,2144.327,1088.2484000000002,38073.819075,37451.0148,14735.883699999998,117.5266,712.1345,0.0,0.0,0.0,9426.760666666669,5006.3242,49305.43406666667,3058.4666666666667,5013.904,15177.434833333333,,1887.0369333333333,0.0,66.96743333333333,,,105.663575,137.08473333333333,3938.1748,-17676.8869,14544.7102,322.35453333333334,,30286.841466666665,34127.99923333333,894.4795333333333,349.482,804.381,96722.8869,0.2477666666666667,516.75,26.4725,1094.743525,12973.4136,744.0845333333333,278.3295,745.3366666666667
Indonesia,2013,0.75,1150.55,9972.41,18391.96,5413.72,4422.72,0.0,7442.55,0.0,1851.78,0.0,119444.2,23065.55,287314.7907333333,41840.479,49367.94383333335,273196.4522,426911.66805,282687.0355,660.5935333333333,4386.7305,299490.06355,294681.85055,9616.426,59755.585066666674,28640.0676,293615.05600000004,232774.3333333333,23776.4324,172023.9478,5181.3752,474.6759333333334,148206.36743333333,6685.3145,501.3187666666667,1289.3898333333334,1033.3377,4354.244333333333,482.6867333333333,-184333.76395,95015.28066666667,13430.325,,192299.51006666667,121591.10820000002,4497.863333333334,3785.0215,8651.879,264078.59725,508.43343333333337,3789.5,3115.3218999999995,52985.1602,68855.3348,208.65966666666668,15400.422,28693.0
Lao People's Democratic Republic,2013,1.081,10.06,1487.43,2882.63,236.81,0.0,0.0,7325.05,91.46,0.0,0.0,10777.74,312.75,13489.109066666666,1448.3045,351.62086666666664,10987.63705,16120.618266666666,9126.654333333334,44.6548,274.0365,0.0,0.0,0.0,1938.8081333333328,4333.481866666666,13656.8693,1938.043333333333,4274.116,6622.511300000001,,980.8266666666668,0.0,38.56583333333333,,,395.011375,75.42873333333334,1471.9639333333334,-1594.594,6495.1451333333325,420.0138,,6993.9639333333325,7034.358,778.2172,319.6165,739.138,18160.594,127.36616666666669,192.655,1.0163,744.985075,2451.68,222.8728,115.5135,285.02
Malaysia,2013,0.958,265.68,1699.06,622.39,636.24,684.13,0.0,1397.33,0.0,19.69,0.0,22402.76,5405.54,-31417.190166666667,5757.5225,4381.131166666666,28046.661725,51906.102375,81190.88695,23.3048,168.3015,31123.1635,29879.4655,1243.698,4421.4278,2376.3123333333333,22120.2504,85667.03333333333,1464.7136,18949.785,1937.0418,30.531,4709.9016,3013.0114,0.0,,2162.6945,2233.713733333333,30.531,-156530.0,7018.554633333333,5682.17,,-39046.379433333335,3170.4654000000005,542.1328333333333,506.8125,774.7275,0.0,1360.7739,813.55,1113.8319333333334,11456.473925,3364.8972,2.320866666666667,3063.983,6839.7
Myanmar,2013,0.991,85.1,4585.23,16557.73,1255.34,477.76,1.31,12700.36,62.47,6.37,1.29,29168.36,2319.5,83437.46693333333,10578.3495,5047.9045,67507.846625,70875.8818,47138.268,277.0761333333333,2105.7165,14764.6486,14164.0791,600.5695,22672.8702,28232.8078,83887.2991,7509.899999999999,27763.4252,56862.54133333333,226.3704,5623.7588,2761.3836,98.397175,6.5398,107.61926666666666,415.083675,106.58266666666668,7424.314066666667,-5689.563,51787.315200000005,339.1566,,31650.15173333333,27024.757766666666,5156.354866666667,2208.616,4642.6145,58680.2297,353.8664333333333,837.4,18.96193333333333,4592.3723,30467.1416,481.2733333333333,1020.833,2543.333333333333
Philippines,2013,0.905,151.4,2120.34,6577.47,1444.49,677.91,0.0,1395.51,0.0,153.15,0.0,11526.27,6329.2,36293.44133333333,7293.1445,7312.897333333333,42799.901425,63178.521250000005,68335.5267,342.595,1530.64,0.0,0.0,0.0,32943.61533333333,10204.546666666669,43763.2694,36301.76666666666,8752.2456,43750.95506666667,348.5328,12.314333333333332,0.0,1204.283275,142.1992,1291.2538333333334,1351.276625,934.5084,24.6594,-20702.0,43169.4486,3284.24025,,-6876.007266666667,12.314333333333332,2468.305933333333,915.522,1936.62,0.0,581.5064666666666,789.7,98.8161,9977.449375,44460.5252,21.2708,2910.3625,6737.366666666666
Singapore,2013,,20.69,4.83,14.6,8.47,3.75,0.0,1.15,0.0,0.08,0.0,10.1,2.56,36.23583333333333,13.3825,175.95746666666665,1672.84235,20892.646875,20874.31355,,,0.0,0.0,0.0,0.2385,11.634266666666669,35.765966666666664,18809.88,0.364,11.7914,,0.0,0.0,334.233875,2.1659,,979.255625,265.24780000000004,0.0,1.4096,11.7914,4903.44,,24.444433333333333,23.974566666666664,2.6270666666666664,5.459,7.685,71.9237,,99.28666666666668,,1646.017875,,0.0,0.2385,2373.54
Thailand,2013,1.072,272.11,4072.52,23346.85,971.37,363.65,0.0,5185.72,12.82,31.18,0.12,10952.55,6329.52,56129.66076666667,12438.79525,12101.634866666667,65364.191475,148879.455575,147190.04744999998,999.5976,2823.681,1023.4016,980.1536,43.248,43345.96173333334,10315.793933333332,60910.5326,106789.66666666669,8592.6764,59224.99146666667,569.708,780.4489333333332,0.0,3911.5824666666663,654.8748333333334,5461.8912666666665,1159.870375,2369.216233333333,1021.3818666666666,-1.9433,47240.691633333336,14892.785,,-19937.276875000003,1685.5411333333334,2301.774433333333,1022.1845,1922.1775,2715.2766,5021.157,1839.1,6.1266,19681.292025,52324.7928,186.54846666666663,9075.7995,14503.5
Viet Nam,2013,0.911,211.75,2093.18,8106.86,868.53,201.0,0.0,5849.59,64.06,6.27,18.45,10594.85,4781.21,42991.274333333335,18663.2875,5442.281766666667,49883.512675000005,94270.00275,99149.5509,1038.7441,2761.724,4141.2036,3979.2356,161.968,34226.71226666666,15072.498733333334,52914.91329999999,60182.033333333326,11687.9784,51637.36883333333,5556.8829,131.21646666666666,1719.492,2800.027700000001,53.555600000000005,72.32413333333334,1382.420275,1102.6552,283.19593333333336,-27786.0,55798.90926666666,9845.097000000002,,-13469.42065,1277.5444666666667,4758.4221,1581.0165,2454.6685,0.0,813.6184333333334,1123.6,430.0713333333333,10197.3277,39055.5704,90.16466666666668,8984.348,8644.166666666666
Brunei Darussalam,2014,0.917,6.88,9.74,17.82,13.67,20.15,0.0,6.8,0.0,0.22,0.0,507.62,26.73,185.8667,65.084,113.57143333333332,480.803675,4161.536725,4070.33825,0.0531333333333333,0.212,263.0535,252.639,10.4145,5.2927333333333335,52.006,234.4249333333333,4381.427,6.4652,148.48173333333332,,1.2112,54.26065,108.087225,0.0334333333333333,,70.8131,52.1436,1.2112,-145.6747,64.26873333333333,680.75045,,121.59796666666666,85.9432,12.2742,21.73,31.376,145.6747,0.0,15.5555,2.3643666666666667,304.984975,6.3196,0.0288666666666666,1.3515,63.38433333333334
Cambodia,2014,0.59,22.36,1280.93,6751.35,432.77,42.63,0.0,1669.45,662.86,0.25,2.11,7057.5,311.93,45267.917,2200.4805,1089.5003,38296.923925,37681.4114,15225.7057,115.03833333333334,697.8775,0.0,0.0,0.0,9639.759866666667,4989.162533333333,49536.05299999999,3532.966666666667,4989.18,15327.223833333332,,1967.8668666666665,0.0,89.36176666666665,,,119.8174,149.81026666666668,3592.274266666667,-17676.8869,14325.8047,335.0215333333333,,29940.94093333333,34208.82916666667,897.0688666666666,348.846,800.1145,96722.8869,0.2477666666666667,500.85,38.08336666666667,1144.884175,13235.5916,698.0341333333334,353.6425,772.0766666666667
Indonesia,2014,0.762,1213.88,10008.16,18279.51,5344.47,4460.58,0.0,7472.24,0.0,1883.8,0.0,119262.6,23230.18,433446.00296666665,43490.528,49514.601,385071.92805,540395.717225,289201.0457,656.1868000000001,4365.133,292039.35995,287176.84845,9725.023,59548.372266666665,31811.5136,439778.5868,236210.3333333333,27025.74,176486.67890000003,8280.8615,1969.1600666666664,386517.0163333334,7998.930025000001,1335.1181333333332,425.8285,1214.24215,4479.932633333334,2019.4245333333336,-183047.26395,98519.77426666667,13874.965,,334926.22870000004,263291.9079,4896.218933333334,4043.317,9303.885,189598.09725,583.0056666666667,4876.0,2850.6536666666666,55237.98795,67919.9752,676.5397333333334,16053.17,29120.666666666668
Lao People's Democratic Republic,2014,0.67,11.3,1490.08,2814.49,243.11,0.0,0.0,7313.87,92.45,0.0,0.0,10779.3,379.33,13529.299533333333,1537.636,356.6782666666666,10953.919625,16246.702133333334,9353.014666666668,49.7386,312.276,0.0,0.0,0.0,2117.3016,4378.284733333333,13548.210833333333,2021.1266666666663,4294.178,6679.9113,,814.7682,0.0,42.983,,,427.3109,87.58229999999999,1371.6874666666663,-1594.594,6635.612066666668,428.0139,,6893.687466666667,6868.299533333334,801.2890666666667,326.5065,744.809,18160.594,44.299233333333326,164.035,0.0241333333333333,792.7615000000001,2635.024,140.0257333333333,154.0445,301.57666666666665
Malaysia,2014,0.95,277.34,1727.99,614.72,646.84,693.95,0.0,1425.35,0.0,22.28,0.0,22275.24,5449.1,-23873.362933333334,6068.182,4372.8226,33754.029125,58891.9728,82547.48705,21.23153333333333,172.2765,31956.8924,30680.1224,1276.77,4402.5256,2401.1863333333336,29632.81373333333,86772.5,1453.0012000000002,19225.179066666667,2027.017,119.74066666666666,15431.841,2965.386975,0.0,,2200.50755,2438.113733333333,121.37953333333331,-211838.885,7201.268033333334,5955.67,,-31540.685666666668,10407.634666666669,557.9942,516.1935,782.0945,1658.575,1331.148866666667,919.55,998.0903666666668,11529.418825,3078.8464,12.428933333333331,3320.8475,7069.566666666667
Myanmar,2014,0.81,95.5,4586.34,16548.39,1262.3,478.16,1.31,12679.5,62.84,6.35,1.29,29188.53,2310.29,86270.76419999999,11235.841,5054.155900000001,69713.97542500001,74007.78115,49109.313,275.6529333333333,2077.5205,14748.7139,14148.8069,599.907,22596.39413333333,29471.185866666667,86687.67253333333,8618.666666666666,28781.9812,58150.03116666668,233.16425,7302.8488,2512.074,137.27055,6.7318,104.05573333333332,427.1949,151.49450000000002,9143.417,-5689.563,53072.80666666667,372.983,,33197.957533333334,28537.641366666667,5445.817733333333,2350.2055,4905.8655,58680.2297,360.9555333333333,1009.65,39.79336666666666,4698.221025,30101.2488,605.2886666666667,1302.3425,2617.2000000000003
Philippines,2014,0.737,166.4,2124.21,6534.05,1393.95,700.13,0.0,1401.15,0.0,155.4,0.0,11579.13,6321.31,36490.1326,7699.628,7336.899833333333,43169.66465,64820.052,69966.8043,345.1523333333334,1566.839,0.0,0.0,0.0,33180.63993333333,10134.981133333333,43978.8632,38318.56666666667,8669.3852,43950.8916,355.1844,27.9716,0.0,1251.646975,117.58706666666669,1288.9225,1490.151975,959.4432,38.33026666666667,-20702.0,43352.469000000005,3501.75255,,-6862.3364,27.9716,2457.5316666666668,915.681,1931.108,0.0,598.4226,824.15,103.71053333333332,10185.51725,44400.3952,36.846066666666665,3286.0,6399.599999999999
Singapore,2014,,21.1,4.87,14.21,8.37,3.75,0.0,1.16,0.0,0.08,0.0,10.15,2.54,36.2377,13.3825,177.69186666666667,1681.3163,20705.308275,20686.97495,,,0.0,0.0,0.0,0.2385,11.634266666666669,35.767833333333336,17898.766666666666,0.364,11.793266666666668,,0.0,0.0,334.814425,1.788266666666667,,1002.455225,243.48083333333335,0.0,1.4096,11.793266666666668,5300.78,,24.444433333333333,23.974566666666664,2.6289333333333333,5.459,7.685,71.9237,,98.75666666666666,,1654.490425,,0.0,0.2385,2505.61
Thailand,2014,0.665,296.67,4065.6,22890.46,976.74,369.17,0.0,5160.75,12.54,31.46,0.11,11019.0,6715.9,53734.857266666666,13944.353,12091.707233333333,69154.347175,146599.89794999998,143539.5619,494.4334666666667,2558.7075,1027.9127,984.4792,43.4335,39717.58786666667,9668.103866666666,58399.08673333334,104552.33333333331,8437.3492,55035.87476666667,567.641,2162.9134,442.80955,3903.8802,660.1112666666667,6253.408733333334,6295.026875,2296.8619,2552.637533333333,-1.9433,49654.4092,15868.905,,4080.4480666666655,3363.211966666667,2159.2487333333333,996.612,1829.3215,2715.2766,5053.305833333334,1934.5,18.15726666666667,25355.032125,47759.7428,239.7636666666667,8516.2785,14731.133333333331
Viet Nam,2014,0.577,243.18,2097.85,8048.56,872.42,201.3,0.0,5855.58,65.56,6.26,18.44,10586.96,4799.63,41456.38166666667,14580.141,5383.896333333333,49177.29905,101218.2093,106522.52,356.2563333333333,2789.5225,4137.638,3975.829,161.809,32985.532466666664,15273.539933333332,51264.7148,69511.53333333333,11912.2248,50723.3832,5642.5837,188.16406666666668,529.7513,3147.156966666667,41.53713333333334,73.26443333333334,1523.6613,1169.9089,511.14186666666666,-27786.0,48528.795933333335,10690.09805,,-7072.414266666667,541.3316,4596.514733333333,1611.3325,2491.9805,0.0,869.3109333333333,1229.6,576.8440666666667,10728.76295,38628.8924,161.85273333333333,7525.4965,8916.5
